EntryID-nest,Code,Block,Plot,Subplot,Stratum,Forest,Treatment,Perimeter-trunk(cm),Placement-NOTES,Date-placed,Date-checked,Start,Collectors,Weather,Occupied,Alive,Ant appearance,AntSpCode,N coll.,N ants (camera),Brood,Cavity (mm),REPLACED,LOST+REPLACED,Notes-check,Moved to code,Date-final,Start-final,Collectors-final,Weather-final,Occupied-final,Ant appearance-final,AntSpCODE-final,Alive-final,N ants,Brood-final,Survived,Abandoned,Reoccupied,N workers,N soldiers,N queens,N larvae,N pupae,N eggs,LOST-FINAL,Notes-harvest,Notes-PK
1274,NP1-S3-B2-CA,NP1,NP1-S3,B2,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,14,FALSE,FALSE,,KP2-S2-B2-CA,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1275,NP1-S3-B3-CA,NP1,NP1-S3,B3,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,KP2-S2-B3-CA,9/21/2022,,Manfred et al,,TRUE,Technomyrmex,CREM 005,TRUE,41,YES,FALSE,FALSE,FALSE,41,0,0,2,0,0,FALSE,,
1276,NP1-S3-B4-CA,NP1,NP1-S3,B4,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S2-B4-CA,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1277,NP1-S3-B1-UN,NP1,NP1-S3,B1,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S2-B1-UN,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1278,NP1-S3-B2-UN,NP1,NP1-S3,B2,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S2-B2-UN,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1279,NP1-S3-B3-UN,NP1,NP1-S3,B3,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,KP2-S2-B3-UN,9/21/2022,,Manfred et al,,TRUE,Camponotus,POLY 021,TRUE,2,NO,FALSE,FALSE,FALSE,2,0,0,0,0,0,FALSE,,
1280,NP1-S3-B4-UN,NP1,NP1-S3,B4,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,KP2-S2-B4-UN,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1281,NP1-S3-C1-CA,NP1,NP1-S3,C1,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,KP2-S2-C1-CA,9/21/2022,,Manfred et al,,TRUE,Crematogaster,CREM 014,TRUE,134,NO,FALSE,FALSE,FALSE,134,0,0,0,0,0,FALSE,"brood inside, but contamination from tapinoma",accidently mixed with brood of TECH (due crosscont. in ether killing box)
1282,NP1-S3-C2-CA,NP1,NP1-S3,C2,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,KP2-S2-C2-CA,9/21/2022,,Manfred et al,,TRUE,Crematogaster,CREM 014,TRUE,40,NO,FALSE,FALSE,FALSE,40,0,0,0,0,0,FALSE,,
1283,NP1-S3-C3-CA,NP1,NP1-S3,C3,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,KP2-S2-C3-CA,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1284,NP1-S3-C4-CA,NP1,NP1-S3,C4,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,TRUE,TRUE,Tetramorium,TETR 003,1,20,NO,9,FALSE,FALSE,,KP2-S2-C4-CA,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,TRUE,FALSE,,,,,,,FALSE,,ok
1285,NP1-S3-C1-UN,NP1,NP1-S3,C1,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S2-C1-UN,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1286,NP1-S3-C2-UN,NP1,NP1-S3,C2,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S2-C2-UN,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1287,NP1-S3-C3-UN,NP1,NP1-S3,C3,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,bamboo nest fell on ground,KP2-S2-C3-UN,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1288,NP1-S3-C4-UN,NP1,NP1-S3,C4,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S2-C4-UN,9/21/2022,,Manfred et al,,TRUE,Camponotus sp. Big orange,CAMP 018,TRUE,49,YES,FALSE,FALSE,FALSE,44,5,1,17,20,0,FALSE,,ok
1289,NP1-S3-D1-CA,NP1,NP1-S3,D1,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,KP2-S2-D1-CA,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1290,NP1-S3-D2-CA,NP1,NP1-S3,D2,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,KP2-S2-D2-CA,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1291,NP1-S3-D3-CA,NP1,NP1-S3,D3,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,KP2-S2-D3-CA,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1292,NP1-S3-D4-CA,NP1,NP1-S3,D4,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S2-D4-CA,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1293,NP1-S3-D1-UN,NP1,NP1-S3,D1,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,KP2-S2-D1-UN,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1294,NP1-S3-D2-UN,NP1,NP1-S3,D2,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S2-D2-UN,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1295,NP1-S3-D3-UN,NP1,NP1-S3,D3,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,13,FALSE,FALSE,,KP2-S2-D3-UN,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1296,NP1-S3-D4-UN,NP1,NP1-S3,D4,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,KP2-S2-D4-UN,9/21/2022,,Manfred et al,,TRUE,Camponotus,POLY 021,TRUE,40,YES,FALSE,FALSE,FALSE,40,0,0,30,11,0,FALSE,,
1297,NP1-S5-A1-CA,NP1,NP1-S5,A1,CA,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,NP4-S1-A1-CA,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1298,NP1-S5-A2-CA,NP1,NP1-S5,A2,CA,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,NP4-S1-A2-CA,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1299,NP1-S5-A3-CA,NP1,NP1-S5,A3,CA,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,NP4-S1-A3-CA,9/17/2022,1/0/1900,Nils+Markus+Thomas,,TRUE,Camponotus,CAMP 018,TRUE,31,YES,FALSE,FALSE,FALSE,29,2,0,10,8,2,FALSE,,
1300,NP1-S5-A4-CA,NP1,NP1-S5,A4,CA,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP4-S1-A4-CA,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1301,NP1-S5-A1-UN,NP1,NP1-S5,A1,UN,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP4-S1-A1-UN,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1302,NP1-S5-A2-UN,NP1,NP1-S5,A2,UN,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,NP4-S1-A2-UN,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1303,NP1-S5-A3-UN,NP1,NP1-S5,A3,UN,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,NP4-S1-A3-UN,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1304,NP1-S5-A4-UN,NP1,NP1-S5,A4,UN,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,NP4-S1-A4-UN,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1305,NP1-S5-B1-CA,NP1,NP1-S5,B1,CA,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP4-S1-B1-CA,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1306,NP1-S5-B2-CA,NP1,NP1-S5,B2,CA,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP4-S1-B2-CA,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1307,NP1-S5-B3-CA,NP1,NP1-S5,B3,CA,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,TRUE,FALSE,,NP4-S1-B3-CA,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1308,NP1-S5-B4-CA,NP1,NP1-S5,B4,CA,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,NP4-S1-B4-CA,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1309,NP1-S5-B1-UN,NP1,NP1-S5,B1,UN,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,NP4-S1-B1-UN,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1310,NP1-S5-B2-UN,NP1,NP1-S5,B2,UN,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,NP4-S1-B2-UN,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1311,NP1-S5-B3-UN,NP1,NP1-S5,B3,UN,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,NP4-S1-B3-UN,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1312,NP1-S5-B4-UN,NP1,NP1-S5,B4,UN,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,NP4-S1-B4-UN,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1313,NP1-S5-C1-CA,NP1,NP1-S5,C1,CA,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,TRUE,FALSE,,NP4-S1-C1-CA,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1314,NP1-S5-C2-CA,NP1,NP1-S5,C2,CA,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,TRUE,TRUE,Camponotus sp.  Black,CAMP 033,1,8,NO,11,FALSE,FALSE,,NP4-S1-C2-CA,9/17/2022,1/0/1900,Nils+Markus+Thomas,,TRUE,Camponotus,CAMP 018,TRUE,48,YES,FALSE,FALSE,TRUE,44,4,0,28,2,0,FALSE,,
1315,NP1-S5-C3-CA,NP1,NP1-S5,C3,CA,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP4-S1-C3-CA,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1316,NP1-S5-C4-CA,NP1,NP1-S5,C4,CA,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP4-S1-C4-CA,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1317,NP1-S5-C1-UN,NP1,NP1-S5,C1,UN,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP4-S1-C1-UN,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1318,NP1-S5-C2-UN,NP1,NP1-S5,C2,UN,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,NP4-S1-C2-UN,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1319,NP1-S5-C3-UN,NP1,NP1-S5,C3,UN,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP4-S1-C3-UN,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1320,NP1-S5-C4-UN,NP1,NP1-S5,C4,UN,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,NP4-S1-C4-UN,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1321,NP1-S5-D1-CA,NP1,NP1-S5,D1,CA,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP4-S1-D1-CA,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1322,NP1-S5-D2-CA,NP1,NP1-S5,D2,CA,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,7,FALSE,FALSE,,NP4-S1-D2-CA,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1323,NP1-S5-D3-CA,NP1,NP1-S5,D3,CA,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP4-S1-D3-CA,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1324,NP1-S5-D4-CA,NP1,NP1-S5,D4,CA,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP4-S1-D4-CA,9/17/2022,1/0/1900,Nils+Markus+Thomas,,TRUE,Technomyrmex,TECH 003,TRUE,254,NO,FALSE,FALSE,FALSE,254,0,0,0,0,0,FALSE,"two vials - one with 17 workers, one with 237",ok
1325,NP1-S5-D1-UN,NP1,NP1-S5,D1,UN,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,NP4-S1-D1-UN,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1326,NP1-S5-D2-UN,NP1,NP1-S5,D2,UN,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,NP4-S1-D2-UN,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1327,NP1-S5-D3-UN,NP1,NP1-S5,D3,UN,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,7,FALSE,FALSE,,NP4-S1-D3-UN,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1328,NP1-S5-D4-UN,NP1,NP1-S5,D4,UN,Numba Primary,same elevation,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP4-S1-D4-UN,9/17/2022,1/0/1900,Nils+Markus+Thomas,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1329,NP2-S2-A1-CA,NP2,NP2-S2,A1,CA,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,KP4-S3-A1-CA,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1330,NP2-S2-A2-CA,NP2,NP2-S2,A2,CA,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,13,FALSE,FALSE,,KP4-S3-A2-CA,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1331,NP2-S2-A3-CA,NP2,NP2-S2,A3,CA,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,9,FALSE,FALSE,plug missing,KP4-S3-A3-CA,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1332,NP2-S2-A4-CA,NP2,NP2-S2,A4,CA,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,KP4-S3-A4-CA,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1333,NP2-S2-A1-UN,NP2,NP2-S2,A1,UN,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,13,FALSE,FALSE,,KP4-S3-A1-UN,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1334,NP2-S2-A2-UN,NP2,NP2-S2,A2,UN,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,KP4-S3-A2-UN,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1335,NP2-S2-A3-UN,NP2,NP2-S2,A3,UN,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,KP4-S3-A3-UN,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1336,NP2-S2-A4-UN,NP2,NP2-S2,A4,UN,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,KP4-S3-A4-UN,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1337,NP2-S2-B1-CA,NP2,NP2-S2,B1,CA,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,KP4-S3-B1-CA,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1338,NP2-S2-B2-CA,NP2,NP2-S2,B2,CA,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,KP4-S3-B2-CA,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1339,NP2-S2-B3-CA,NP2,NP2-S2,B3,CA,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,KP4-S3-B3-CA,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1340,NP2-S2-B4-CA,NP2,NP2-S2,B4,CA,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,KP4-S3-B4-CA,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1341,NP2-S2-B1-UN,NP2,NP2-S2,B1,UN,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,KP4-S3-B1-UN,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1342,NP2-S2-B2-UN,NP2,NP2-S2,B2,UN,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,KP4-S3-B2-UN,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1343,NP2-S2-B3-UN,NP2,NP2-S2,B3,UN,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP4-S3-B3-UN,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1344,NP2-S2-B4-UN,NP2,NP2-S2,B4,UN,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,KP4-S3-B4-UN,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1345,NP2-S2-C1-CA,NP2,NP2-S2,C1,CA,Numba Primary,other elevation,,,6/22/2022,8/24/2022,,Phil+Francis+Denwas,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP4-S3-C1-CA,9/20/2022,,Phil+Brian,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
