EntryID-bait,Code,Block,Plot,Subplot,Stratum,Forest,Season,Date-placed,Collectors,Start,Finish,Weather,Height(m),Ant character,Abundance,Collected,N coll.,AntSpCODE,NOTES PK,NOTES,Bait missing
1979,NP4-S2-D2-UN,NP4,NP4-S2,D2,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,sunny,1.5,Podomyrma,5 to 20,TRUE,4,PODO 003,,,FALSE
1980,NP4-S2-D3-UN,NP4,NP4-S2,D3,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,sunny,1.5,,,FALSE,,,,,FALSE
1981,NP4-S2-D4-UN,NP4,NP4-S2,D4,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,sunny,1.5,,,FALSE,,,,,FALSE
1982,NP4-S3-A1-CA,NP4,NP4-S3,A1,CA,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,25,Polyrhachis,5 to 10,TRUE,2,POLY 041,,,FALSE
1983,NP4-S3-A2-CA,NP4,NP4-S3,A2,CA,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,29,,,FALSE,,,,,FALSE
1984,NP4-S3-A3-CA,NP4,NP4-S3,A3,CA,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,13,,,FALSE,,,,,FALSE
1985,NP4-S3-A4-CA,NP4,NP4-S3,A4,CA,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,10,,,FALSE,,,,,FALSE
1986,NP4-S3-A1-UN,NP4,NP4-S3,A1,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,1.5,Polyrhachis,5 to 10,TRUE,2,POLY 022,,,FALSE
1987,NP4-S3-A2-UN,NP4,NP4-S3,A2,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,1.5,Polyrhachis,1,TRUE,1,POLY 002,,,FALSE
1988,NP4-S3-A3-UN,NP4,NP4-S3,A3,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,1.5,Tapinoma,5 to 10,TRUE,1,PARA 006,,,FALSE
1989,NP4-S3-A4-UN,NP4,NP4-S3,A4,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,1.5,,,FALSE,,,,,FALSE
1990,NP4-S3-B1-CA,NP4,NP4-S3,B1,CA,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,13,,,FALSE,,,,,FALSE
1991,NP4-S3-B2-CA,NP4,NP4-S3,B2,CA,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,27,Nylanderia,1 to 5,TRUE,2,PHEI 004,,,FALSE
1992,NP4-S3-B3-CA,NP4,NP4-S3,B3,CA,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,10,,,FALSE,,,,,FALSE
1993,NP4-S3-B4-CA,NP4,NP4-S3,B4,CA,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,24,,,FALSE,,,,,FALSE
1994,NP4-S3-B1-UN,NP4,NP4-S3,B1,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,1.5,,,FALSE,,,,,FALSE
1995,NP4-S3-B2-UN,NP4,NP4-S3,B2,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,1.5,Nylanderia,5 to 10,TRUE,3,PARA 007,,,FALSE
1996,NP4-S3-B3-UN,NP4,NP4-S3,B3,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,1.5,Anonychomyrma,>100,TRUE,19,ANON 009,checked - ok,"larger than typical 009, maybe 011?",FALSE
1997,NP4-S3-B4-UN,NP4,NP4-S3,B4,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,1.5,,,FALSE,,,,,FALSE
1998,NP4-S3-C1-CA,NP4,NP4-S3,C1,CA,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,12,Pheidole,10,TRUE,6,PARA 013,,,FALSE
1999,NP4-S3-C2-CA,NP4,NP4-S3,C2,CA,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,11,Pheidole,20 to 30,TRUE,15,TAPI 004,,,FALSE
2000,NP4-S3-C3-CA,NP4,NP4-S3,C3,CA,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,14,Anonychomyrma,100 to 200,TRUE,3,ANON 012,,,FALSE
2001,NP4-S3-C4-CA,NP4,NP4-S3,C4,CA,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,19,,,FALSE,,,,,FALSE
2002,NP4-S3-C1-UN,NP4,NP4-S3,C1,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,1.5,,,FALSE,,,,,FALSE
2003,NP4-S3-C2-UN,NP4,NP4-S3,C2,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,1.5,,,FALSE,,,,,FALSE
2004,NP4-S3-C3-UN,NP4,NP4-S3,C3,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,1.5,,,FALSE,,,,,FALSE
2005,NP4-S3-C4-UN,NP4,NP4-S3,C4,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,1.5,,,FALSE,,,,,FALSE
2006,NP4-S3-D1-CA,NP4,NP4-S3,D1,CA,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,14,Crematogaster,100 to 200,TRUE,6,CREM 014,,,FALSE
2007,NP4-S3-D2-CA,NP4,NP4-S3,D2,CA,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,15,Colobopsis,20,TRUE,2,CAMP 001,,,FALSE
2008,NP4-S3-D3-CA,NP4,NP4-S3,D3,CA,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,15,,,FALSE,,,,,FALSE
2009,NP4-S3-D4-CA,NP4,NP4-S3,D4,CA,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,14,,,FALSE,,,,,FALSE
2010,NP4-S3-D1-UN,NP4,NP4-S3,D1,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,1.5,Anonychomyrma,50,TRUE,7,ANON 012,,,FALSE
2011,NP4-S3-D2-UN,NP4,NP4-S3,D2,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,1.5,Pheidole,10 to 20,TRUE,5,PHEI 038,,no soldier,FALSE
2012,NP4-S3-D3-UN,NP4,NP4-S3,D3,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,1.5,Anonychomyrma,>200,TRUE,50,ANON 012,,,FALSE
2013,NP4-S3-D4-UN,NP4,NP4-S3,D4,UN,Numba Primary,Baiting,6/6/2022,Phil et al.,1/0/1900,1/0/1900,mostly sunny,1.5,,,FALSE,,,,,FALSE
2014,NP4-S4-A1-CA,NP4,NP4-S4,A1,CA,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,22,,,FALSE,,,,,FALSE
2015,NP4-S4-A2-CA,NP4,NP4-S4,A2,CA,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,22,Polyrhachis,10 to 50,TRUE,2,POLY 041,,,FALSE
2016,NP4-S4-A3-CA,NP4,NP4-S4,A3,CA,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,23,Polyrhachis,6,TRUE,3,POLY 041,,,FALSE
2017,NP4-S4-A4-CA,NP4,NP4-S4,A4,CA,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,10,Polyrhachis,10 to 50,TRUE,4,POLY 041,,,FALSE
2018,NP4-S4-A1-UN,NP4,NP4-S4,A1,UN,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,Paratrechina,10 to 50,TRUE,5,TAPI 004,,,FALSE
2019,NP4-S4-A2-UN,NP4,NP4-S4,A2,UN,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,,,FALSE,,,,,FALSE
2020,NP4-S4-A3-UN,NP4,NP4-S4,A3,UN,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,Paratrechina,10 to 50,TRUE,8,PHEI 001,checked - ok,"no soldier, unsure ID",FALSE
2021,NP4-S4-A4-UN,NP4,NP4-S4,A4,UN,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,,,FALSE,,,,,FALSE
2022,NP4-S4-B1-CA,NP4,NP4-S4,B1,CA,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,19,,,FALSE,,,,,FALSE
2023,NP4-S4-B2-CA,NP4,NP4-S4,B2,CA,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,11.5,Anonychomyrma,>100,TRUE,26,ANON 002,checked - ok,,FALSE
2024,NP4-S4-B3-CA,NP4,NP4-S4,B3,CA,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,12,Anonychomyrma,50 to 100,TRUE,15,ANON 002,,,FALSE
2025,NP4-S4-B4-CA,NP4,NP4-S4,B4,CA,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,12,Polyrhachis,7,TRUE,3,POLY 041,,,FALSE
2026,NP4-S4-B1-UN,NP4,NP4-S4,B1,UN,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,Technomyrmex,10 to 50,TRUE,3,TECH 004,,,FALSE
2027,NP4-S4-B2-UN,NP4,NP4-S4,B2,UN,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,,,FALSE,,,,,FALSE
2028,NP4-S4-B3-UN,NP4,NP4-S4,B3,UN,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,,,FALSE,,,,,FALSE
2029,NP4-S4-B4-UN,NP4,NP4-S4,B4,UN,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,,,FALSE,,,,,FALSE
2030,NP4-S4-C1-CA,NP4,NP4-S4,C1,CA,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,22,,5-10,TRUE,7,PODO 013,"consulted, ok / PINNED AS NA0364",,FALSE
2031,NP4-S4-C2-CA,NP4,NP4-S4,C2,CA,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,16,Crematogaster,50 to 100,TRUE,10,CREM 014,,,FALSE
2032,NP4-S4-C3-CA,NP4,NP4-S4,C3,CA,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,20,Crematogaster,10 to 50,TRUE,8,CREM 014,,,FALSE
2033,NP4-S4-C4-CA,NP4,NP4-S4,C4,CA,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,12,,,FALSE,,,,,FALSE
2034,NP4-S4-C1-UN,NP4,NP4-S4,C1,UN,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,Rhytidoponera,3,TRUE,3,RHYT 002,checked - ok,,FALSE
2035,NP4-S4-C2-UN,NP4,NP4-S4,C2,UN,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,Anonychomyrma,10 to 50,TRUE,20,ANON 009,checked - ok,,FALSE
2036,NP4-S4-C3-UN,NP4,NP4-S4,C3,UN,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,,,FALSE,,,,,FALSE
2037,NP4-S4-C4-UN,NP4,NP4-S4,C4,UN,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,Anonychomyrma,4,TRUE,4,PROL 002,,,FALSE
2038,NP4-S4-D1-CA,NP4,NP4-S4,D1,CA,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,10,Anonychomyrma,10 to 50,TRUE,19,ANON 002,,,FALSE
2039,NP4-S4-D2-CA,NP4,NP4-S4,D2,CA,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,18,,,FALSE,,,,,FALSE
2040,NP4-S4-D3-CA,NP4,NP4-S4,D3,CA,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,16,Crematogaster,>100,TRUE,19,CREM 014,,,FALSE
2041,NP4-S4-D4-CA,NP4,NP4-S4,D4,CA,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,17,Polyrhachis,2,TRUE,1,POLY 041,,,FALSE
2042,NP4-S4-D1-UN,NP4,NP4-S4,D1,UN,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,Anonychomyrma,50 to 100,TRUE,11,ANON 002,,,FALSE
2043,NP4-S4-D2-UN,NP4,NP4-S4,D2,UN,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,,,FALSE,,,,,FALSE
2044,NP4-S4-D3-UN,NP4,NP4-S4,D3,UN,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,,,FALSE,,,,,FALSE
2045,NP4-S4-D4-UN,NP4,NP4-S4,D4,UN,Numba Primary,Baiting,6/6/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,Pheidole,11 to 50,TRUE,8,PHEI 019,checked - changed from PHEI014 to PHEI019,"no soldier, unsure ID",FALSE
2046,NP4-S5-A1-CA,NP4,NP4-S5,A1,CA,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,10,,,FALSE,,,,,FALSE
2047,NP4-S5-A2-CA,NP4,NP4-S5,A2,CA,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,13,,,FALSE,,,,,FALSE
2048,NP4-S5-A3-CA,NP4,NP4-S5,A3,CA,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,11,,,FALSE,,,,,FALSE
2049,NP4-S5-A4-CA,NP4,NP4-S5,A4,CA,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,32,,,FALSE,,,,,FALSE
2050,NP4-S5-A1-UN,NP4,NP4-S5,A1,UN,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,1.5,Anonychomyrma,1 to 10,TRUE,1,HYPO 003,,,FALSE
2051,NP4-S5-A2-UN,NP4,NP4-S5,A2,UN,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,1.5,,,FALSE,,,,,FALSE
2052,NP4-S5-A3-UN,NP4,NP4-S5,A3,UN,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,1.5,Pseudolasius,2,TRUE,2,PSEU 001,,,FALSE
2053,NP4-S5-A4-UN,NP4,NP4-S5,A4,UN,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,1.5,Pseudolasius,4,TRUE,3,POLY 041,,,FALSE
2054,NP4-S5-B1-CA,NP4,NP4-S5,B1,CA,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,10,,,FALSE,,,,,FALSE
2055,NP4-S5-B2-CA,NP4,NP4-S5,B2,CA,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,14,,,FALSE,,,,,FALSE
2056,NP4-S5-B3-CA,NP4,NP4-S5,B3,CA,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,19,,,FALSE,,,,,FALSE
2057,NP4-S5-B4-CA,NP4,NP4-S5,B4,CA,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,12,Polyrhachis,9,TRUE,2,POLY 041,,,FALSE
2058,NP4-S5-B1-UN,NP4,NP4-S5,B1,UN,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,1.5,,,FALSE,,,,,FALSE
2059,NP4-S5-B2-UN,NP4,NP4-S5,B2,UN,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,1.5,Tetramorium,1,TRUE,1,TETR 020,,,FALSE
2060,NP4-S5-B3-UN,NP4,NP4-S5,B3,UN,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,1.5,,,FALSE,,,,,FALSE
2061,NP4-S5-B4-UN,NP4,NP4-S5,B4,UN,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,1.5,Pheidole,10 to 50,TRUE,12,PHEI 014,checked - ok,,FALSE
2062,NP4-S5-C1-CA,NP4,NP4-S5,C1,CA,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,11,,,FALSE,,,,,FALSE
2063,NP4-S5-C2-CA,NP4,NP4-S5,C2,CA,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,21,Polyrhachis,9,TRUE,3,POLY 041,,,FALSE
2064,NP4-S5-C3-CA,NP4,NP4-S5,C3,CA,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,12,Polyrhachis,6,TRUE,3,POLY 041,,,FALSE
2065,NP4-S5-C4-CA,NP4,NP4-S5,C4,CA,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,24,Polyrhachis,10,FALSE,0,POLY 041,,no vial - ID according to most common Polyrhachis species,FALSE
2066,NP4-S5-C1-UN,NP4,NP4-S5,C1,UN,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,1.5,,,FALSE,,,,,FALSE
2067,NP4-S5-C2-UN,NP4,NP4-S5,C2,UN,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,1.5,Anonychomyrma,50 to 100,TRUE,32,ANON 014,checked - ok,,FALSE
2068,NP4-S5-C3-UN,NP4,NP4-S5,C3,UN,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,1.5,,,FALSE,,,,,FALSE
2069,NP4-S5-C4-UN,NP4,NP4-S5,C4,UN,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,1.5,Anonychomyrma,>100,TRUE,47,ANON 002,checked - ok,,FALSE
2070,NP4-S5-D1-CA,NP4,NP4-S5,D1,CA,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,19,Polyrhachis,8,TRUE,4,POLY 041,,,FALSE
2071,NP4-S5-D2-CA,NP4,NP4-S5,D2,CA,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,9,Anonychomyrma,10 to 50,TRUE,7,ANON 012,checked - ok,,FALSE
2072,NP4-S5-D3-CA,NP4,NP4-S5,D3,CA,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,17,Crematogaster,10 to 50,TRUE,9,CREM 003,,,FALSE
2073,NP4-S5-D4-CA,NP4,NP4-S5,D4,CA,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,11,Crematogaster,>100,TRUE,14,CREM 003,checked - ok,,FALSE
2074,NP4-S5-D1-UN,NP4,NP4-S5,D1,UN,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,1.5,Pheidole,8,TRUE,7,PHEI 014,checked - ok / soldiers,,FALSE
2075,NP4-S5-D2-UN,NP4,NP4-S5,D2,UN,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,1.5,,,FALSE,,,,,FALSE
2076,NP4-S5-D3-UN,NP4,NP4-S5,D3,UN,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,1.5,,,FALSE,,,,,FALSE
2077,NP4-S5-D4-UN,NP4,NP4-S5,D4,UN,Numba Primary,Baiting,6/6/2022,Ali+Phil+Francis+Markus,1/0/1900,1/0/1900,80% cloudy,1.5,Colobopsis,50 to 100,TRUE,4,CAMP 001,,,FALSE
2078,NP5-S1-A1-CA,NP5,NP5-S1,A1,CA,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,26,,,FALSE,,,,,FALSE
2079,NP5-S1-A2-CA,NP5,NP5-S1,A2,CA,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,22,,,FALSE,,,,,FALSE
2080,NP5-S1-A3-CA,NP5,NP5-S1,A3,CA,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,20,Podomyrma,20,TRUE,5,PODO 001,,,FALSE
2081,NP5-S1-A4-CA,NP5,NP5-S1,A4,CA,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,15,,,FALSE,,,,,FALSE
2082,NP5-S1-A1-UN,NP5,NP5-S1,A1,UN,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,1.5,,,FALSE,,,,,FALSE
2083,NP5-S1-A2-UN,NP5,NP5-S1,A2,UN,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,1.5,,,FALSE,,,,,FALSE
2084,NP5-S1-A3-UN,NP5,NP5-S1,A3,UN,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,1.5,Strumigenys,10,TRUE,4,STRU 001,,,FALSE
2085,NP5-S1-A4-UN,NP5,NP5-S1,A4,UN,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,1.5,,,FALSE,,,,,FALSE
2086,NP5-S1-B1-CA,NP5,NP5-S1,B1,CA,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,28,Polyrhachis,2,TRUE,2,POLY 002,,,FALSE
2087,NP5-S1-B2-CA,NP5,NP5-S1,B2,CA,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,22,Anonychomyrma,5,TRUE,6,ANON 012,checked - ok,,FALSE
2088,NP5-S1-B3-CA,NP5,NP5-S1,B3,CA,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,19,Anonychomyrma,10,TRUE,6,ANON 012,checked - ok,,FALSE
2089,NP5-S1-B4-CA,NP5,NP5-S1,B4,CA,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,17,,,FALSE,,,,,FALSE
2090,NP5-S1-B1-UN,NP5,NP5-S1,B1,UN,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,1.5,Nylanderia,1,FALSE,,PARA 007,,worker escaped - ID according to most common Para on plot,FALSE
2091,NP5-S1-B2-UN,NP5,NP5-S1,B2,UN,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,1.5,,,FALSE,,,,,FALSE
2092,NP5-S1-B3-UN,NP5,NP5-S1,B3,UN,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,1.5,Nylanderia,4,TRUE,1,PARA 007,,very light specimen,FALSE
2093,NP5-S1-B4-UN,NP5,NP5-S1,B4,UN,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,1.5,,,FALSE,,,,,FALSE
2094,NP5-S1-C1-CA,NP5,NP5-S1,C1,CA,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,25,Pheidole,5 to 10,TRUE,5,PHEI 046,,,FALSE
2095,NP5-S1-C2-CA,NP5,NP5-S1,C2,CA,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,16,Pheidole,5,TRUE,5,PHEI 007,,,FALSE
2096,NP5-S1-C3-CA,NP5,NP5-S1,C3,CA,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,30,Crematogaster,15,TRUE,2,CREM 014,,,FALSE
2097,NP5-S1-C4-CA,NP5,NP5-S1,C4,CA,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,19,Anonychomyrma,3,TRUE,3,ANON 015,checked - ok,,FALSE
2098,NP5-S1-C1-UN,NP5,NP5-S1,C1,UN,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,1.5,,,FALSE,,,,,FALSE
2099,NP5-S1-C2-UN,NP5,NP5-S1,C2,UN,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,1.5,Anonychomyrma,>200,TRUE,7,ANON 012,checked - ok,,FALSE
2100,NP5-S1-C3-UN,NP5,NP5-S1,C3,UN,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,1.5,Pheidole,20,TRUE,4,PHEI 038,,no soldier,FALSE
2101,NP5-S1-C4-UN,NP5,NP5-S1,C4,UN,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,1.5,,,FALSE,,,,,FALSE
2102,NP5-S1-D1-CA,NP5,NP5-S1,D1,CA,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,21,,,FALSE,,,,,FALSE
2103,NP5-S1-D2-CA,NP5,NP5-S1,D2,CA,Numba Primary,Baiting,6/21/2022,Phil et al.,1/0/1900,1/0/1900,sunny,28,Crematogaster,20,TRUE,6,CREM 014,,,FALSE
